"date","date_end","site","site_name","variable","value","site_network_id","statistic_type_id","ratified_id","verify_id","validity_id","unit_id","unit_name","statistic_type","ratified_name","verification_status","network_parameter_id","network_id"
2010-01-01,2011-01-01,"kc1","London N. Kensington","gr25",10.842105,65052,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2011-01-01,2012-01-01,"kc1","London N. Kensington","gr25",13.553797,65052,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2012-01-01,2013-01-01,"kc1","London N. Kensington","gr25",11.168116,65052,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2010-01-01,2011-01-01,"kc1","London N. Kensington","pm25",13.959458,65384,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"kc1","London N. Kensington","pm25",16.333043,65384,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"kc1","London N. Kensington","pm25",14.608103,65384,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"leam","Leamington Spa","pm25",16.030929,65318,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"leam","Leamington Spa","pm25",15.92024,65318,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"leam","Leamington Spa","pm25",11.40639,65318,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"lear","Leamington Spa Rugby Road","pm25",9.287715,73401,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"led6","Leeds Headingley Kerbside","pm25",18.570321,65530,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"led6","Leeds Headingley Kerbside","pm25",18.544258,65530,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"led6","Leeds Headingley Kerbside","pm25",17.003123,65530,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"leed","Leeds Centre","pm25",14.940673,65284,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"leed","Leeds Centre","pm25",16.077444,65284,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"leed","Leeds Centre","pm25",15.762919,65284,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"leic","Leicester Centre","pm25",15.293591,65083,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"leic","Leicester Centre","pm25",14.443211,65083,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"leic","Leicester Centre","pm25",14.261285,65083,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"lon6","London Eltham","pm25",16.537831,64906,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"lon6","London Eltham","pm25",16.015005,64906,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"lon6","London Eltham","pm25",13.399359,64906,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"lvp","Liverpool Speke","pm25",11.743691,65125,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"lvp","Liverpool Speke","pm25",11.849161,65125,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"lvp","Liverpool Speke","pm25",10.61907,65125,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"man3","Manchester Piccadilly","pm25",17.899692,65306,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"man3","Manchester Piccadilly","pm25",13.733316,65306,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"man3","Manchester Piccadilly","pm25",14.079313,65306,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"mid","Middlesbrough","pm25",9.146227,65321,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"mid","Middlesbrough","pm25",10.609503,65321,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"mid","Middlesbrough","pm25",10.184785,65321,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"my1","London Marylebone Road","gr25",20.803922,65054,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2011-01-01,2012-01-01,"my1","London Marylebone Road","gr25",22.486667,65054,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2012-01-01,2013-01-01,"my1","London Marylebone Road","gr25",18.05802,65054,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2010-01-01,2011-01-01,"my1","London Marylebone Road","pm25",22.608116,24459,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"my1","London Marylebone Road","pm25",24.454535,24459,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"my1","London Marylebone Road","pm25",21.463535,24459,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"newc","Newcastle Centre","pm25",10.391799,65080,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"newc","Newcastle Centre","pm25",11.810979,65080,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"newc","Newcastle Centre","pm25",9.938806,65080,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"no12","Norwich Lakenfields","pm25",12.645653,66268,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"no12","Norwich Lakenfields","pm25",14.137307,66268,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"no12","Norwich Lakenfields","pm25",13.837123,66268,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"nott","Nottingham Centre","pm25",15.86058,65300,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"nott","Nottingham Centre","pm25",13.215012,65300,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"nott","Nottingham Centre","pm25",11.570507,65300,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"npt3","Newport","pm25",14.803621,65346,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"npt3","Newport","pm25",16.788196,65346,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"npt3","Newport","pm25",9.705005,65346,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"ntn3","Northampton Kingsthorpe","gr25",6.34375,74141,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2010-01-01,2011-01-01,"nton","Northampton","gr25",8.96997,65431,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2011-01-01,2012-01-01,"nton","Northampton","gr25",9.966102,65431,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2012-01-01,2013-01-01,"nton","Northampton","gr25",10.251397,65431,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2010-01-01,2011-01-01,"ox8","Oxford St Ebbes","pm25",14.345999,65324,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"ox8","Oxford St Ebbes","pm25",11.751181,65324,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"ox8","Oxford St Ebbes","pm25",11.703479,65324,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"plym","Plymouth Centre","pm25",11.021328,66228,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"plym","Plymouth Centre","pm25",10.590826,66228,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"plym","Plymouth Centre","pm25",12.010275,66228,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"pmth","Portsmouth","pm25",12.147764,65356,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"pmth","Portsmouth","pm25",15.839193,65356,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"pmth","Portsmouth","pm25",13.592557,65356,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"pres","Preston","pm25",11.352386,65361,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"pres","Preston","pm25",11.439106,65361,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"pres","Preston","pm25",11.12403,65361,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"pt4","Port Talbot Margam","gr25",7.885714,65008,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2010-01-01,2011-01-01,"pt4","Port Talbot Margam","pm25",9.772831,65262,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"pt4","Port Talbot Margam","pm25",12.677419,65262,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"pt4","Port Talbot Margam","pm25",12.244189,65262,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"rea1","Reading New Town","pm25",13.364825,65096,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"rea1","Reading New Town","pm25",13.815466,65096,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"rea1","Reading New Town","pm25",12.260596,65096,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"roch","Rochester Stoke","pm25",9.573173,24461,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,12,"RURAL"
2011-01-01,2012-01-01,"roch","Rochester Stoke","pm25",14.105999,24461,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,12,"RURAL"
2012-01-01,2013-01-01,"roch","Rochester Stoke","pm25",14.257792,24461,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,12,"RURAL"
2010-01-01,2011-01-01,"salt","Saltash Roadside","pm25",9.384556,66377,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"sdy","Sandy Roadside","pm25",17.229164,65379,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"sdy","Sandy Roadside","pm25",13.032596,65379,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"sdy","Sandy Roadside","pm25",15.035022,65379,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"send","Southend-on-Sea","pm25",14.227278,65376,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"send","Southend-on-Sea","pm25",12.534028,65376,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"send","Southend-on-Sea","pm25",9.912172,65376,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"she2","Sheffield Centre","pm25",15.724366,65303,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"she2","Sheffield Centre","pm25",17.372151,65303,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"she2","Sheffield Centre","pm25",16.237659,65303,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"sout","Southampton Centre","pm25",13.291736,65129,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"sout","Southampton Centre","pm25",15.843362,65129,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"sout","Southampton Centre","pm25",14.536018,65129,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"stok","Stoke-on-Trent Centre","pm25",16.519504,65235,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"stok","Stoke-on-Trent Centre","pm25",16.43473,65235,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"stok","Stoke-on-Trent Centre","pm25",14.507941,65235,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"stor","Storrington Roadside","pm25",14.454267,66398,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"stor","Storrington Roadside","pm25",15.615867,66398,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"stor","Storrington Roadside","pm25",16.21651,66398,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"sun2","Sunderland Silksworth","pm25",10.791312,65315,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"sun2","Sunderland Silksworth","pm25",14.893991,65315,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"sun2","Sunderland Silksworth","pm25",9.65297,65315,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"swa1","Swansea Roadside","pm25",8.993741,63561,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"swa1","Swansea Roadside","pm25",10.338382,63561,3,3,0,0,131,"mixed","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"swa1","Swansea Roadside","pm25",11.467765,63561,3,3,0,0,112,"ugm-3 (BAM)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"ted","London Teddington","pm25",14.410119,65292,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,12,"RURAL"
2011-01-01,2012-01-01,"ted","London Teddington","pm25",17.422978,65292,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,12,"RURAL"
2012-01-01,2013-01-01,"ted","London Teddington","pm25",13.602377,65292,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,12,"RURAL"
2010-01-01,2011-01-01,"tran","Wirral Tranmere","pm25",8.921435,65364,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"tran","Wirral Tranmere","pm25",10.083274,65364,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"tran","Wirral Tranmere","pm25",9.67192,65364,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"war","Warrington","pm25",13.959184,65337,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"war","Warrington","pm25",12.71938,65337,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"war","Warrington","pm25",12.789952,65337,3,1,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","provisional",NA,7,"AUN"
2010-01-01,2011-01-01,"wig5","Wigan Centre","pm25",19.762572,65338,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"wig5","Wigan Centre","pm25",NA,65338,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"wig5","Wigan Centre","pm25",9,65338,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2010-01-01,2011-01-01,"wrex","Wrexham","gr25",9.834921,66403,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2011-01-01,2012-01-01,"wrex","Wrexham","gr25",10.423295,66403,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2012-01-01,2013-01-01,"wrex","Wrexham","gr25",9.317003,66403,3,3,0,0,119,"ugm-3 (GRAV EMFAB)","annual_mean","ratified",NA,1004,"AUN"
2010-01-01,2011-01-01,"yk10","York Bootham","pm25",13.588758,65286,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"yk10","York Bootham","pm25",16.701301,65286,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"yk10","York Bootham","pm25",10.179564,65286,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2011-01-01,2012-01-01,"yk11","York Fishergate","pm25",12.892994,72971,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
2012-01-01,2013-01-01,"yk11","York Fishergate","pm25",13.402189,72971,3,3,0,0,118,"ugm-3 (TEOM FDMS)","annual_mean","ratified",NA,7,"AUN"
